"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","deposit"
30,"blue-collar",2,"basic.9y",1,0,0,"telephone","jun","fri","361sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
47,"services",1,"professional.course",1,1,1,"cellular","jul","tue","318sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
37,"management",2,"university.degree",1,1,1,"telephone","jun","tue","303sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
54,"blue-collar",2,"unknown",0,2,1,"cellular","apr","fri","113sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
27,"blue-collar",3,"high.school",1,1,1,"cellular","jul","tue","29sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
32,"blue-collar",2,"basic.6y",1,2,2,"cellular","may","mon","261sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
52,"technician",2,"basic.9y",1,2,1,"cellular","nov","tue","54sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
38,"admin.",2,"university.degree",1,1,1,"cellular","aug","tue","85sec",5,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
48,"entrepreneur",2,"university.degree",1,2,1,"telephone","may","tue","222sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
23,"blue-collar",3,"high.school",1,1,1,"cellular","jul","thu","228sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
31,"blue-collar",2,"basic.6y",1,2,2,"telephone","jun","tue","105sec",1,999,0,"nonexistent",1.4,94.465,-41.8, ,5228.1,"no"
32,"technician",3,"professional.course",1,2,1,"cellular","nov","fri","226sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
31,"admin.",3,"university.degree",1,2,1,"cellular","aug","tue","83sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
36,"blue-collar",3,"basic.4y",1,2,1,"telephone","may","mon","143sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
29,"admin.",3,"university.degree",1,2,1,"cellular","jul","thu","543sec",1,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
33,"admin.",3,"university.degree",1,1,1,"cellular","may","mon","234sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
42,"admin.",2,"basic.4y",1,1,1,"telephone","may","thu","148sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
47,"management",1,"university.degree",1,1,2,"telephone","jun","mon","302sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
47,"blue-collar",2,"basic.4y",0,2,2,"telephone","jun","tue","168sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
33,"blue-collar",2,"basic.4y",1,1,1,"cellular","may","tue","150sec",4,999,0,"nonexistent",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
51,"admin.",1,"university.degree",0,2,1,"cellular","aug","thu","24sec",7,999,0,"nonexistent",1.4,93.444,-36.1,"4.962%",5228.1,"no"
26,"admin.",3,"high.school",1,1,1,"telephone","jul","thu","924sec",5,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
52,"retired",2,"professional.course",1,1,1,"telephone","jun","fri","41sec",7,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
59,"management",2,"university.degree",1,2,1,"cellular","aug","tue","210sec", ,999,1,"failure",-2.9,92.201,-31.4,"0.859%",5076.2,"no"
28,"blue-collar",2,"basic.9y",1,2,1,"cellular","jul","mon","497sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
47,"entrepreneur",1,"basic.9y",1,1,1,"cellular","nov","thu","187sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
49,"management",2,"university.degree",1,1,1,"cellular","apr","mon","257sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
37,"housemaid",2,"high.school",0,1,2,"cellular","aug","thu","534sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
38,"admin.",1,"basic.9y",1,1,1,"cellular","nov","fri","71sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
34,"technician",2,"professional.course",1,2,1,"cellular","nov","fri","93sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
48,"technician",2,"high.school",1,2,1,"cellular","aug","thu","102sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
32,"admin.",3,"university.degree",1,2,1,"telephone","jul","fri","123sec",4,999,0,"nonexistent",-2.9,92.469,-33.6, ,5076.2,"no"
39,"admin.",3,"university.degree",1,1,1,"cellular","aug","wed","127sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.967%",5228.1,"no"
48,"technician",2,"high.school",1,1,1,"telephone","may","fri","533sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
45,"unemployed",1,"high.school",1,2,2,"cellular","may","wed","274sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
32,"unemployed",2,"basic.9y",1,1,1,"telephone","jun","mon","143sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.96%",5228.1,"no"
34,"services",2,"high.school",1,1,1,"telephone","may","mon","365sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
36,"blue-collar",3,"high.school",1,1,2,"telephone","may","mon","389sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
31,"admin.",2,"high.school",1,1,1,"cellular","may","thu","172sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
37,"admin.",3,"university.degree",0,2,1,"telephone","jun","thu","179sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.955%",5228.1,"no"
21,"student",3,"high.school",1,2,1,"cellular","jun","mon","270sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.72%",4991.6,"yes"
25,"technician",3,"professional.course",1,2,1,"telephone","may","wed","104sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
31,"blue-collar",2,"basic.4y",1,2,1,"cellular","apr","thu","39sec",1,999,1,"failure",-1.8,93.075,-47.1,"1.41%",5099.1,"no"
51,"blue-collar",2,"basic.9y",0,2,1,"cellular","jul","tue","156sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
44,"management",3,"university.degree",0,1,1,"cellular","nov","fri","534sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"yes"
41,"technician",2,"basic.6y",1,2,1,"telephone","may","tue","278sec",1,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
53,"management",2,"university.degree",1,1,1,"cellular","nov","fri","137sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
55,"admin.",2,"high.school",1,2,1,"cellular","jul","mon","170sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
39,"entrepreneur",3,"university.degree",1,2,1,"telephone","jun","wed","58sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.727%",4991.6,"no"
64,"retired",2,"university.degree",1,2,1,"cellular","apr","wed","102sec",1,999,0,"nonexistent",-1.8,93.075,-47.1, ,5099.1,"no"
56,"services",3,"high.school",1,1,2,"cellular","jul","wed","52sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
53,"blue-collar",3,"basic.9y",1,2,1,"telephone","jul","wed","897sec", ,999,0,"nonexistent",-1.7,94.215,-40.3,"0.84%",4991.6,"yes"
29,"self-employed",3,"university.degree",1,1,1,"telephone","jul","thu","24sec", ,999,0,"nonexistent",-1.7,94.215,-40.3,"0.884%",4991.6,"no"
54,"blue-collar",2,"basic.9y",0,2,1,"cellular","aug","wed","388sec",4,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
35,"admin.",3,"university.degree",1,1,1,"cellular","nov","tue","898sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"yes"
31,"blue-collar",2,"high.school",1,2,1,"cellular","jul","tue","127sec",7,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
54,"unemployed",2,"basic.9y",1,1,1,"telephone","may","wed","108sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.27%",5099.1,"no"
53,"services",2,"basic.9y",0,1,1,"cellular","aug","mon","79sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.97%",5228.1,"no"
57,"management",2,"university.degree",1,2,1,"cellular","jun","tue","337sec", ,999,0,"nonexistent",-2.9,92.963,-40.8,"1.286%",5076.2,"no"
39,"admin.",3,"professional.course",1,2,1,"cellular","may","mon","97sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.244%",5099.1,"no"
28,"admin.",2,"high.school",1,1,1,"telephone","jul","tue","249sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.955%",5228.1,"no"
34,"blue-collar",2,"basic.9y",0,2,1,"telephone","may","fri","1054sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
47,"technician",1,"university.degree",1,1,1,"cellular","may","fri","306sec",3,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
57,"self-employed",2,"university.degree",1,2,1,"cellular","nov","tue","48sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
70,"admin.",2,"basic.4y",1,1,1,"cellular","sep","tue","111sec",1,3,1,"success",-3.4,92.379,-29.8,"0.77%",5017.5,"no"
49,"admin.",1,"basic.9y",1,2,1,"telephone","may","thu","312sec",3,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
38,"admin.",1,"university.degree",1,2,1,"cellular","aug","mon","92sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
48,"management",2,"basic.4y",0,1,1,"telephone","may","wed","238sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
44,"blue-collar",3,"university.degree",0,2,2,"cellular","jul","tue","70sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
33,"admin.",2,"university.degree",1,2,1,"telephone","may","wed","623sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
60,"retired",1,"university.degree",1,2,1,"telephone","jun","fri","98sec",4,999,0,"nonexistent",1.4,94.465,-41.8, ,5228.1,"no"
38,"admin.",2,"high.school",1,2,1,"cellular","may","fri","247sec", ,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
38,"technician",1,"professional.course",1,2,1,"telephone","may","thu","287sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
40,"admin.",2,"university.degree",1,2,1,"telephone","jun","fri","606sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
26,"admin.",3,"high.school",0,2,1,"cellular","jul","thu","120sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
27,"student",1,"unknown",1,1,1,"telephone","sep","wed","9sec",1,999,0,"nonexistent",-1.1,94.199,-37.5,"0.88%",4963.6,"no"
42,"blue-collar",2,"basic.9y",1,2,2,"telephone","may","mon","673sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"yes"
57,"technician",2,"basic.4y",0,1,1,"telephone","may","thu","122sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
52,"technician",2,"professional.course",1,2,1,"cellular","nov","fri","64sec",1,999,1,"failure",-0.1,93.2,-42,"4.021%",5195.8,"no"
36,"blue-collar",2,"high.school",1,2,2,"telephone","may","thu","426sec",6,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
32,"blue-collar",2,"basic.6y",1,2,1,"telephone","jul","fri","133sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.959%",5228.1,"no"
44,"blue-collar",2,"basic.6y",1,2,2,"cellular","aug","tue","222sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
30,"technician",1,"high.school",1,1,1,"cellular","aug","mon","205sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
55,"blue-collar",2,"basic.9y",1,2,1,"telephone","may","wed","55sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
39,"admin.",2,"university.degree",1,2,1,"cellular","may","fri","894sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
44,"blue-collar",2,"basic.9y",0,2,1,"cellular","apr","fri","574sec",1,999,1,"failure",-1.8,93.075,-47.1, ,5099.1,"yes"
35,"technician",2,"professional.course",1,2,1,"cellular","aug","mon","163sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
33,"admin.",3,"university.degree",1,1,1,"cellular","aug","wed","97sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
40,"admin.",2,"high.school",0,1,1,"telephone","jun","thu","89sec",6,999,0,"nonexistent",1.4,94.465,-41.8,"4.958%",5228.1,"no"
53,"management",2,"university.degree",1,2,1,"telephone","jul","fri","199sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
33,"admin.",2,"university.degree",1,2,1,"cellular","aug","thu","265sec",1,3,3,"success",-1.7,94.027,-38.3, ,4991.6,"yes"
43,"technician",2,"professional.course",1,2,1,"cellular","aug","wed","78sec",7,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
43,"unemployed",2,"high.school",1,1,1,"cellular","aug","thu","319sec",4,3,2,"success",-2.9,92.201,-31.4,"0.873%",5076.2,"no"
29,"technician",3,"professional.course",1,1,1,"cellular","aug","tue","603sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
31,"admin.",3,"high.school",1,2,1,"cellular","aug","tue","243sec",2,999,0,"nonexistent",-2.9,92.201,-31.4,"0.859%",5076.2,"no"
45,"technician",2,"professional.course",1,1,1,"cellular","may","thu","55sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.327%",5099.1,"no"
48,"technician",2,"professional.course",0,2,1,"telephone","may","thu","306sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
59,"admin.",2,"unknown",0,2,1,"cellular","jul","fri","150sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
50,"management",2,"university.degree",1,2,1,"cellular","oct","fri","197sec",2,999,0,"nonexistent",-1.1,94.601,-49.5,"0.942%",4963.6,"no"
33,"services",2,"basic.6y",1,1,1,"cellular","may","tue","117sec",6,999,0,"nonexistent",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
31,"services",3,"basic.9y",1,1,1,"telephone","may","tue","674sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
66,"retired",2,"high.school",1,1,1,"cellular","jul","tue","475sec",1,999,0,"nonexistent",-1.7,94.215,-40.3, ,4991.6,"yes"
48,"self-employed",2,"university.degree",0,2,1,"telephone","may","thu","750sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
40,"technician",2,"university.degree",0,2,1,"cellular","aug","mon","392sec",4,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
36,"technician",2,"professional.course",1,1,1,"cellular","aug","fri","94sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
27,"admin.",3,"high.school",1,2,1,"telephone","may","wed","1328sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"yes"
41,"management",2,"university.degree",1,1,1,"cellular","may","fri","172sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
47,"admin.",2,"university.degree",1,2,1,"telephone","may","fri","138sec",6,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
34,"blue-collar",3,"basic.6y",0,2,1,"telephone","may","mon","891sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
45,"admin.",2,"high.school",1,2,1,"telephone","may","wed","72sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
44,"technician",2,"professional.course",1,2,1,"telephone","may","thu","160sec", ,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
48,"technician",1,"professional.course",1,1,1,"cellular","aug","tue","69sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
34,"admin.",3,"university.degree",1,2,1,"cellular","apr","mon","81sec",4,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
52,"admin.",2,"university.degree",1,2,2,"cellular","jun","wed","247sec",2,999,0,"nonexistent",-2.9,92.963,-40.8,"1.26%",5076.2,"yes"
41,"management",2,"university.degree",1,1,1,"telephone","jun","tue","140sec",6,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
43,"services",2,"basic.6y",1,2,1,"cellular","nov","fri","158sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
21,"admin.",3,"basic.9y",1,2,2,"telephone","may","tue","171sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
31,"unemployed",3,"professional.course",1,1,1,"cellular","nov","thu","250sec",1,999,1,"failure",-0.1,93.2,-42,"4.076%",5195.8,"no"
40,"technician",2,"basic.9y",1,1,1,"cellular","nov","wed","198sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
29,"technician",3,"professional.course",1,2,1,"cellular","nov","wed","107sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
27,"blue-collar",2,"basic.4y",1,2,1,"telephone","may","thu","310sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
32,"blue-collar",3,"high.school",1,1,1,"telephone","jul","fri","165sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.959%",5228.1,"no"
37,"admin.",3,"university.degree",1,1,1,"cellular","jul","fri","188sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
43,"technician",3,"professional.course",1,2,1,"telephone","may","wed","207sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
20,"student",3,"basic.4y",1,2,2,"cellular","apr","tue","240sec",1,999,1,"failure",-1.8,93.749,-34.6,"0.644%",5008.7,"yes"
74,"retired",1,"basic.4y",1,2,1,"cellular","oct","mon","180sec",2,999,0,"nonexistent",-1.1,94.601,-49.5,"1%",4963.6,"no"
32,"technician",3,"high.school",1,2,1,"telephone","may","wed","202sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
32,"technician",3,"high.school",1,2,1,"telephone","may","tue","237sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"blue-collar",2,"basic.9y",0,1,1,"cellular","apr","mon","11sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
45,"blue-collar",2,"basic.9y",1,2,1,"cellular","jul","wed","73sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
44,"technician",1,"professional.course",1,2,1,"cellular","may","thu","245sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.327%",5099.1,"no"
38,"blue-collar",3,"basic.9y",1,2,1,"telephone","may","tue","174sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
34,"admin.",3,"university.degree",1,1,1,"cellular","aug","thu","161sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
31,"admin.",3,"university.degree",0,1,1,"cellular","aug","thu","69sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
39,"admin.",3,"high.school",1,1,1,"telephone","nov","thu","51sec", ,999,0,"nonexistent",-0.1,93.2,-42,"4.245%",5195.8,"no"
25,"student",3,"high.school",1,1,1,"cellular","nov","thu","244sec",1,999,0,"nonexistent",-1.1,94.767,-50.8,"1.041%",4963.6,"yes"
28,"entrepreneur",2,"university.degree",1,1,1,"cellular","jul","wed","175sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
56,"management",2,"university.degree",0,2,2,"cellular","may","fri","302sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
57,"retired",3,"high.school",1,1,1,"telephone","jun","wed","904sec",4,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
46,"self-employed",2,"basic.9y",0,2,2,"telephone","may","mon","88sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
27,"technician",2,"professional.course",1,2,2,"telephone","may","thu","289sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
80,"retired",1,"unknown",1,2,2,"cellular","nov","fri","186sec",2,3,1,"success",-3.4,92.649,-30.1,"0.714%",5017.5,"yes"
39,"services",2,"high.school",0,2,2,"telephone","may","tue","203sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
30,"admin.",3,"university.degree",1,1,1,"cellular","jul","mon","106sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
48,"technician",2,"professional.course",1,2,1,"telephone","may","thu","237sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
37,"admin.",3,"university.degree",1,2,1,"telephone","jun","thu","93sec",8,999,0,"nonexistent",1.4,94.465,-41.8,"4.958%",5228.1,"no"
38,"admin.",3,"university.degree",0,1,1,"cellular","aug","fri","257sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
40,"technician",2,"professional.course",1,1,1,"cellular","nov","mon","550sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.191%",5195.8,"no"
59,"services",1,"high.school",1,1,1,"telephone","jun","thu","133sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.958%",5228.1,"no"
38,"admin.",2,"high.school",1,2,1,"cellular","nov","tue","67sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
57,"housemaid",2,"high.school",0,1,1,"telephone","jul","tue","317sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
33,"services",2,"high.school",1,2,1,"cellular","apr","thu","239sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.365%",5099.1,"no"
35,"management",3,"university.degree",1,1,1,"cellular","nov","wed","201sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
35,"technician",3,"professional.course",1,2,1,"cellular","jul","tue","577sec",6,6,1,"success",-1.7,94.215,-40.3,"0.835%",4991.6,"yes"
57,"management",2,"university.degree",1,2,1,"cellular","aug","thu","203sec",17,999,0,"nonexistent",1.4,93.444,-36.1,"4.962%",5228.1,"no"
40,"admin.",2,"professional.course",1,2,1,"cellular","nov","tue","271sec",5,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
64,"housemaid",2,"basic.4y",1,1,1,"cellular","dec","thu","232sec",1,999,0,"nonexistent",-3,92.713,-33,"0.714%",5023.5,"yes"
53,"blue-collar",2,"basic.9y",0,1,1,"telephone","may","tue","181sec",5,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
38,"entrepreneur",2,"university.degree",1,1,1,"telephone","jun","thu","989sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
65,"self-employed",2,"professional.course",1,1,1,"telephone","apr","tue","110sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
51,"blue-collar",3,"basic.4y",0,2,1,"telephone","jul","wed","70sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
51,"admin.",3,"university.degree",0,1,1,"cellular","nov","fri","224sec",2,999,1,"failure",-0.1,93.2,-42,"4.021%",5195.8,"no"
39,"admin.",3,"high.school",1,0,0,"cellular","aug","thu","125sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
34,"technician",3,"professional.course",1,2,1,"cellular","apr","thu","313sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.365%",5099.1,"yes"
31,"blue-collar",3,"high.school",1,1,1,"cellular","may","wed","465sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
31,"admin.",3,"university.degree",1,2,1,"cellular","may","fri","165sec",3,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
53,"technician",2,"high.school",1,1,1,"telephone","may","fri","178sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
38,"technician",2,"professional.course",1,1,2,"cellular","mar","fri","195sec",1,999,0,"nonexistent",-1.8,92.843,-50, ,5099.1,"yes"
43,"housemaid",2,"basic.4y",1,1,1,"cellular","jul","wed","296sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
37,"management",1,"university.degree",1,1,1,"cellular","may","mon","493sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.244%",5099.1,"yes"
39,"admin.",2,"university.degree",1,1,1,"cellular","apr","wed","382sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
35,"entrepreneur",2,"university.degree",1,1,1,"cellular","may","wed","104sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
24,"technician",3,"professional.course",1,2,1,"cellular","jul","mon","607sec",3,13,1,"success",-1.7,94.215,-40.3,"0.889%",4991.6,"yes"
20,"student",3,"high.school",1,1,1,"cellular","jul","wed","625sec",1,999,1,"failure",-2.9,92.469,-33.6,"1.029%",5076.2,"no"
42,"technician",2,"professional.course",0,1,1,"cellular","jul","mon","75sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
35,"admin.",2,"university.degree",1,1,1,"cellular","oct","wed","194sec",1,3,2,"success",-1.1,94.601,-49.5,"0.985%",4963.6,"yes"
58,"retired",2,"unknown",0,1,2,"cellular","aug","tue","92sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
28,"admin.",3,"university.degree",1,2,1,"cellular","apr","thu","249sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.365%",5099.1,"no"
41,"blue-collar",2,"basic.6y",1,1,1,"cellular","apr","fri","412sec",1,999,1,"failure",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
42,"admin.",2,"university.degree",1,2,1,"cellular","aug","tue","1311sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"yes"
34,"admin.",2,"university.degree",1,2,2,"cellular","aug","mon","87sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
30,"admin.",1,"university.degree",1,2,1,"cellular","may","fri","1598sec",4,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"yes"
35,"technician",2,"university.degree",1,2,2,"cellular","nov","wed","184sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
